1: 292705/1278378
6047: 2'1355/1617
6048: 87'671/216
6049: 23'25/27
6050: 22/333
6051: 11
6052: 207/28
6053: 77/648
6054: 2706
6055: 32'4/57
6056: 1'279/388
6057: 44'9/56
6058: 9'1271/231
6059: 8'19/52
6060: 8/603
6061: 1'1151/1482
6062: 6/97
6063: 37'183/605
6064: 28'67/69
6065: 4'9/16
6066: 981'1/3
6067: 29/2261
6068: 1
6069: 47'1/66
6070: 1'149/112
6071: 25'551/792
6072: 124'3/14
6073: 2294
6074: 64/1241
6075: 62'1/36
6076: 191'1/2
6077: 504'13/186
6078: 1'1172/2263
6079: 3
6080: 23298'5/9
6081: 48497/531
6082: 33'593/72
6083: 3
6084: 5'136/147
6085: 1729
6086: 1971
6087: 157
6088: 3'5/29
6089: 19'29/36
6090: 7'4/33
6091: 495
6092: 5'34/37
6093: 1/16
6094: 14'91/145
6095: 1031/1456866
6096: 39'1/5
6097: 15'59/714
6098: 5185/17066
6099: 119
6100: 38'26/33
6101: 1/4
6102: 42
6103: 4'14065/31968
6104: 115'18/19
6105: 2'6/11
6106: 7/1608
6107: 7/55
6108: 14'189/22
6109: 58'58/71
6110: 3'296/315
6111: 103'2/5
6112: 4'989/198
6113: 124'4/11
6114: 59/1872
6115: 21'315/494
6116: 6552
6117: 212/345
6118: 105'1/9
6119: 99'9/14
6120: 14/481
6121: 99'8/9
6122: 3408
6123: 48'15/38
6124: 1'27/29
6125: 1067/285
6126: 5688
6127: 197/77
6128: 1/5
6129: 34'329/64
6130: 7/22
6131: 19'5/23
6132: 639/1672
6133: 28'323/1005
6134: 1496
6135: 43475/1401309
6136: 91'1855/2668
6137: 407/414
6138: 129
6139: 1752
6140: 12'1/2
6141: 1638
6142: 1'61/75
6143: 1'562/1161
6144: 75'65/138
6145: 5'25/57
6146: 27'411/47
6147: 244'64/71
6148: 1'15325/38808
6149: 1'8579/1215
6150: 93
6151: 57'5/33
6152: 239/299
6153: 4/1265
6154: 548'4/7
6155: 153'1/11
6156: 4052/4081
6157: 6237
6158: 5'148/165
6159: 7'56/247
6160: 28'1796/2233
6161: 44'39/47
6162: 564'12/667
6163: 1'13/225
6164: 158'1631/2813
6165: 37/1343
6166: 35'5/53
6167: 9'15/52
6168: 26'179/52
6169: 2515/50908
6170: 3172'44/45
6171: 81'615/686
6172: 26'1/3
6173: 39'11/13
6174: 143'31/96
6175: 5
6176: 101/71
6177: 473556
6178: 2'11325/12008
6179: 1'34/87
6180: 54'18/25
6181: 3'2/3
6182: 16'2/33
6183: 1'38329/255816
6184: 95'1059/1643
6185: 8517'1524/2891
6186: 1'5167/6314
6187: 26'217/85
6188: 231'27/47
6189: 22'2291/414
6190: 81'1255/16074
6191: 26/2905
6192: 1'53/4185
6193: 5'101/136
6194: 3'129/689
6195: 97/195
6196: 5'31/15
6197: 12'2/15
6198: 32/175
6199: 44
6200: 106'26/29
6201: 602/3075
6202: 19
6203: 43/66
6204: 24'2/39
6205: 16'441/722
6206: 23'3/7
6207: 47'53/68
6208: 397'311/602
6209: 266'34/35
6210: 1'94803/117845
6211: 487/3036
6212: 7'521/913
6213: 4554
6214: 71803'5/7
6215: 7'7/9
6216: 14904/65395
6217: 6'2/27
6218: 27/172
6219: 25/414
6220: 3355
6221: 7'231/2407
6222: 357/46
6223: 9692'15/26
6224: 77'38/667
6225: 27'9/16
6226: 21'261/536
6227: 85'3309/4108
6228: 77'59/81
6229: 4'4/5
6230: 83'13/17
6231: 67
6232: 159
6233: 17'1/32
6234: 156'36/49
6235: 4'31/291
6236: 23
6237: 1'207/308
6238: 89'17/22
6239: 89'22169/25365
6240: 35'5/8
6241: 2'59/92
6242: 4'15533/16236
6243: 88'38/43
6244: 161/2816
6245: 61/833
6246: 7'33/47
6247: 1/1
6248: 1'5147/71136
6249: 857'17/39
6250: 218'11/23
6251: 1'29/6
6252: 2'9/35
6253: 2'11/32
6254: 163
6255: 113'264/851
6256: 55'42813/4543
6257: 1481'1/4
6258: 121'197/2407
6259: 11'2921/4224
6260: 2'11/3
6261: 1024'42/415
6262: 53'47/7
6263: 3'18/65
6264: 91'1337/2035
6265: 289/39
6266: 9'83/154
6267: 51029
6268: 54'2/3
6269: 1978
6270: 29'296/315
6271: 441'3/5
6272: 4
6273: 1067'1/46
6274: 1'15/17
6275: 144'2/25
6276: 3'1318/1989
6277: 49/85
6278: 49'4/25
6279: 2'12/13
6280: 104'2/3
6281: 2/117
6282: 1395/1403
6283: 46'17/22
6284: 4'7/95
6285: 84'19/34
6286: 61'7/11
6287: 8'16/33
6288: 22'29/52
6289: 101/495
6290: 31/49
6291: 2'10594/35113
6292: 249/30362
6293: 4'7826/77221
6294: 11'31/35
6295: 4'121/2655
6296: 5605'1/2
6297: 5952'67/94
6298: 34'11/4
6299: 88/1131
6300: 33/1927
6301: 55'15/23
6302: 39
6303: 493/1953
6304: 16'37/48
6305: 24'19/51
6306: 752
6307: 2187/32851
6308: 1'5112/5117
6309: 74'3/5
6310: 91'865/1134
6311: 235/1232
6312: 39'37/43
6313: 1888/33075
6314: 73'47/33
6315: 3'3119/6875
6316: 187/1596
6317: 35'677/1596
6318: 65
6319: 6'6/13
6320: 10333'11/15
6321: 5/28
6322: 102'11/25
6323: 6'9/26
6324: 9'1/9
6325: 45'53121/132164
6326: 33'4/627
6327: 67'1/2
6328: 18
6329: 258628
6330: 102/245
6331: 23/24
6332: 16'194/219
6333: 2'5877/86549
6334: 21'49/93
6335: 9353/17888
6336: 951787/127624
6337: 4195'1/3
6338: 2'43/765
6339: 286
6340: 5/87
6341: 58'24/31
6342: 741'1/5
6343: 1259'41/72
6344: 24518'1/4
6345: 6'7/12
6346: 589/2352
6347: 197'39/427
6348: 17'2206/32129
6349: 228'53/118
6350: 24'8/15
6351: 71'34/83
6352: 1'63/83
6353: 38704/43605
6354: 3'2447/4556
6355: 1'151/615
6356: 3312
6357: 9
6358: 49/1368
6359: 473/1064
6360: 265/324
6361: 87/54872
6362: 5'5/12
6363: 135'4/13
6364: 34/93
6365: 134'107/16
6366: 33'23/31
6367: 66
6368: 133'7/8
6369: 391'64/255
6370: 161
6371: 53'13/25
6372: 1824'2/19
6373: 91'275/672
6374: 83
6375: 255'89/91
6376: 4/43
6377: 183'3/4
6378: 5'30868/42143
6379: 16
6380: 61'1037/133
6381: 1'1/3
6382: 17'1543/316
6383: 45'37/5
6384: 68'5/11
6385: 1311'1743/2225
6386: 336/551
6387: 1'25/92
6388: 64
6389: 3338
6390: 1'19/17
6391: 2093/55924
6392: 44'22/31
6393: 134/153
6394: 3'303/884
6395: 9'15/91
6396: 63/178
6397: 121044'84/89
6398: 29'221/451
6399: 1/13
6400: 36'13/95
6401: 42'18/31
6402: 3/5
6403: 87'3/4
6404: 3'1/19
6405: 14'46/83
6406: 9/1258
6407: 93'24/25
6408: 9'1319/2346
6409: 84'8/15
6410: 355/609
6411: 1/279
6412: 48'3/29
6413: 13'1/8
6414: 39'11/64
6415: 113'1/13
6416: 103
6417: 1'8/105
6418: 67/1602
6419: 26'176/1015
6420: 252
6421: 7'2/15
6422: 1'1/1
6423: 56/9063
6424: 28
6425: 2649'72/91
6426: 72
6427: 69'175546/176375
6428: 86'17/65
6429: 24'16/21
6430: 38'27/4
6431: 1'28/83
6432: 69'63/71
6433: 1246
6434: 6'1/6
6435: 64'2/3
6436: 147'7/79
6437: 51
6438: 72'78/97
6439: 255/943
6440: 116
6441: 77'23/45
6442: 12'931/2438
6443: 394804
6444: 1/399
6445: 1'1402/1573
6446: 43'1/11
6447: 123'27/91
6448: 9'8433/9545
6449: 4872'5/18
6450: 304/3375
6451: 4966'21/34
6452: 33'95/693
6453: 107/14592
6454: 1/42
6455: 15'73/81
6456: 14'8/21
6457: 36/1411
6458: 3'79/88
6459: 82
6460: 42'39/595
6461: 289'13/14
6462: 533/136
6463: 1/162
6464: 85/456
6465: 6188
6466: 776
6467: 11/54
6468: 56'1/2
6469: 33/65
6470: 74'3/5
6471: 11'1/2
6472: 93/136
6473: 21'1/14
6474: 23'22/23
6475: 1'4229/536
6476: 4'293/45
6477: 43'13/29
6478: 1'224/2405
6479: 121992
6480: 145
6481: 21'9/11
6482: 3'3/14
6483: 136
6484: 56'4/7
6485: 1'551/1591
6486: 44'877/1105
6487: 19/96
6488: 57'776/1665
6489: 37/426
6490: 4/41
6491: 76'104/225
6492: 6/1643
6493: 11'1/8
6494: 5691'33/37
6495: 41'9/11
6496: 63/86
6497: 133
6498: 9477
6499: 1464
6500: 55'16/23
6501: 1116
6502: 752'501/884
6503: 66'353/416
6504: 4/63
6505: 2'1633/1984
6506: 67'5/7
6507: 11/5848
6508: 96'6023/7592
6509: 4135'45/299
6510: 1308'2/49
6511: 28'83/104
6512: 168
6513: 5195'1/7
6514: 48
6515: 887'1/7
6516: 111'31/33
6517: 29/3
6518: 1'104/295
6519: 2/27
6520: 258'177/22
6521: 4'86/99
6522: 915
6523: 2'656/2553
6524: 129/154
6525: 17'625/7011
6526: 3'1783/2064
6527: 83'7/9
6528: 2'361/387
6529: 49'157/215
6530: 55/1664
6531: 6959/10395
6532: 4369'101/342
6533: 77'7/57
6534: 18'2/679
6535: 33/3776
6536: 11/1564
6537: 5
6538: 24'23/352
6539: 71
6540: 5623'7/23
6541: 695219
6542: 81'39/5
6543: 1'69/568
6544: 19'15/23
6545: 112
6546: 1'9979/12276
6547: 13'9/11
6548: 128'7/57
6549: 583/82308
6550: 1'53/91
6551: 18'473/1827
6552: 62'1/13
6553: 81'4/79
6554: 25'191/209
6555: 397/434
6556: 19/1512
6557: 5/184
6558: 2729/315
6559: 27'2/7
6560: 13/596211
6561: 5112
6562: 5'775/10241
6563: 129'1/13
6564: 4'36/65
6565: 6/25259
6566: 23/68
6567: 348'76/93
6568: 4191'3/4
6569: 8'11/29
6570: 53/664
6571: 188
6572: 2'259/299
6573: 84'87/304
6574: 14'231/256
6575: 1'2/25
6576: 312
6577: 72'1/4
6578: 1385/2736
6579: 37/99
6580: 1'3417632/16003425
6581: 17'17/19
6582: 1'2/9
6583: 2/33
6584: 31
6585: 5/43
6586: 88'1/4
6587: 67'48/65
6588: 1842'4/13
6589: 5126'8/17
6590: 116'2/3
6591: 51'27/124
6592: 8'113/132
6593: 22'719/2077
6594: 4'7/1
6595: 296993/429975
6596: 99'13/23
6597: 9'1473/2425
6598: 107'2/5
6599: 13'5/12
6600: 1'331/391
6601: 62'31/39
6602: 25'7/9
6603: 59/418
6604: 11'45/176
6605: 55'3/46
6606: 15/188
6607: 1'41/57
6608: 36'1/1
6609: 1/11
6610: 32/3465
6611: 1'1139/3108
6612: 53'7/2
6613: 38'29/45
6614: 203/442
6615: 5'13/43
6616: 1'7/792
6617: 48'1093/133
6618: 8/141
6619: 401/1746
6620: 81
6621: 1'999/6622
6622: 28
6623: 48'138/215
6624: 1'262/2065
6625: 32'7/27
6626: 1932
6627: 5874
6628: 12
6629: 143'5/22
6630: 119/27
6631: 48
6632: 128'72/77
6633: 21'55/67
6634: 14/51
6635: 25/72
6636: 3752'19/22
6637: 1'62/943
6638: 66'1363/2394
6639: 1'3/14
6640: 359973
6641: 32
6642: 49/6
6643: 13'4/49
6644: 4857/793
6645: 48'26/43
6646: 39'139/387
6647: 478'4/5
6648: 67/18972
6649: 557'9/13
6650: 44'2249/1476
6651: 75'54/65
6652: 5695
6653: 704
6654: 2'5/6
6655: 1'1253/333
6656: 53/54
6657: 423
6658: 87
6659: 941/966
6660: 537/249581
6661: 139
6662: 3'6947/22059
6663: 1395'9/25
6664: 84'14/51
6665: 99/235
6666: 3068'3/11
6667: 44'16/29
6668: 2'796/8415
6669: 81'3/5
6670: 165/208
6671: 16
6672: 77/248
6673: 2116
6674: 3'203/2106
6675: 108
6676: 6402'2/3
6677: 5/9
6678: 11/1245
6679: 13'1/3
6680: 42'1/24
6681: 15
6682: 464
6683: 24'118601/125504
6684: 1/5
6685: 2'1/2
6686: 6'4659/5075
6687: 14'1/6
6688: 161/486
6689: 1'4714/93993
6690: 15'53/168
6691: 18'661/1264
6692: 42'1138/1513
6693: 172
6694: 7'18467/35802
6695: 91'216/1001
6696: 7'7/8
6697: 125/171
6698: 113/297
6699: 871
6700: 143
6701: 17'53/559
6702: 813'69/38
6703: 119'8/25
6704: 1'11/24
6705: 85'4/63
6706: 29'2/65
6707: 75
6708: 41/2139
6709: 73'26/59
6710: 1/4368
6711: 1'3803/247
6712: 41909/12259
6713: 98'1/33
6714: 31'7/99
6715: 4552
6716: 33/8
6717: 65/102
6718: 29'11/16
6719: 1/3
6720: 75
6721: 29472'32/59
6722: 2/915
6723: 1'271/369
6724: 77'181/532
6725: 1'40979/32736
6726: 3317
6727: 49/1222
6728: 27'51/53
6729: 84'35/87
6730: 83'1/13
6731: 7'121/39
6732: 14'19/2
6733: 1'67/182
6734: 328/765
6735: 1'1/8
6736: 1'51/64
6737: 1/132
6738: 161
6739: 56'33/95
6740: 93'25/37
6741: 13/243
6742: 20855/92414
6743: 46'1/7
6744: 93'686/1067
6745: 9/224
6746: 126/16169
6747: 32'1/2
6748: 9/29
6749: 43'16/33
6750: 4254/6083
6751: 56'4/13
6752: 1'121/196
6753: 1'91/2
6754: 2'11527/17739
6755: 597'21/23
6756: 11'1/2
6757: 782/1947
6758: 9'2/43
6759: 23097/41296
6760: 1/1357
6761: 6'1/371
6762: 8'4/5
6763: 59'73/324
6764: 46'57/98
6765: 4'4/13
6766: 142'139/276
6767: 3'4/5
6768: 128'51/196
6769: 3196
6770: 12
6771: 4158'21/23
6772: 3'29/33
6773: 391'1/2
6774: 546
6775: 172/187
6776: 52
6777: 13'692/1161
6778: 82'33/37
6779: 1'1171/1296
6780: 33'2/5
6781: 8
6782: 27'17/22
6783: 1081/1888
6784: 67
6785: 1'22/45
6786: 206'1/67
6787: 88'7/19
6788: 355/456
6789: 2'1/59
6790: 5454'1/28
6791: 79'28/57
6792: 1987'481/781
6793: 14'12217/21714
6794: 5'554/1269
6795: 22'1/2
6796: 18'2/75
6797: 332'99/7
6798: 13/35
6799: 6'1393/2403
6800: 81'13/2
6801: 1'20719/33856
6802: 5/6
6803: 58'431/658
6804: 5/9
6805: 3381
6806: 37'4/5
6807: 12'147/92
6808: 168'27/209
6809: 249'59/98
6810: 483/55
6811: 2573/3444
6812: 9917'178/205
6813: 4181
6814: 18'1/14
6815: 42'29/36
6816: 1'5/21
6817: 16/3159
6818: 1'46/219
6819: 67'71/21
6820: 4/35
6821: 6'18/29
6822: 249
6823: 4'9/85
6824: 19/4
6825: 55/108
6826: 221/516
6827: 2652
6828: 1'153/215
6829: 5'5/17
6830: 368'1/4
6831: 3'6/29
6832: 155'175/292
6833: 143'334/1023
6834: 2'5/6
6835: 2885'13/3
6836: 7/33
6837: 125'33/35
6838: 354'62/65
6839: 174218'22/25
6840: 48'52663/93081
6841: 1'5/48
6842: 36/1615
6843: 21/22
6844: 9'9/25
6845: 29/66
6846: 1331/1392
6847: 4/7
6848: 9'443/2652
6849: 1'19/2
6850: 5'4/5
6851: 27209/8024
6852: 1'27/31
6853: 9'64/87
6854: 832/945
6855: 93'4/11
6856: 8313'3/5
6857: 1755
6858: 16'59/92
6859: 62929/191565
6860: 31'46/47
6861: 2364'2/3
6862: 6256/7749
6863: 4/2205
6864: 1384/2037
6865: 42'271/368
6866: 64'17/33
6867: 3'13/4
6868: 5366
6869: 6'145/459
6870: 1'7964/11655
6871: 1'4/23
6872: 137'31/42
6873: 6'5/8
6874: 25/2548
6875: 7'7/9
6876: 686/1247
6877: 168'12/77
6878: 3078'61/69
6879: 259'14/115
6880: 27'9/19
6881: 10621
6882: 10956
6883: 1'621/11396
6884: 11'3/7
6885: 8'117/95
6886: 26/2135
6887: 4/91
6888: 6'19/28
6889: 56/81
6890: 4876
6891: 7
6892: 8/21
6893: 7657/16376
6894: 41'5/8
6895: 504/527
6896: 187/672
6897: 8'152/155
6898: 2949'1/25
6899: 326'2/3
6900: 75459'2/13
6901: 397/69
6902: 1'39/56
6903: 123'13/47
6904: 486'1/53
6905: 54'11/12
6906: 2'3/8
6907: 2697
6908: 73'411/608
6909: 52'125781/126614
6910: 48'7/34
6911: 29
6912: 66'18091/20007
6913: 73178'3/46
6914: 1'591/1148
6915: 215'2/87
6916: 1'9/7
6917: 31'82/987
6918: 103'3/5
6919: 9'19543/2898
6920: 2'17231/24354
6921: 224
6922: 4641/17138
6923: 301'1365/2356
6924: 1'242/465
6925: 2
6926: 62'26843/82544
6927: 106'13/75
6928: 88'25/3649
6929: 146'5/71
6930: 136
6931: 321/1064
6932: 24'1/24
6933: 35'7/67
6934: 137
6935: 253/93
6936: 33
6937: 6044/9135
6938: 3902
6939: 2'14/25
6940: 1'28/43
6941: 761/1826
6942: 97'7/297
6943: 55'1/32
6944: 1'89/116
6945: 72
6946: 977'1/7
6947: 821'25/31
6948: 128'4/7
6949: 42'31/72
6950: 24'17/112
6951: 23/49
6952: 75984'29/44
6953: 88'9/25
6954: 1'1/7
6955: 73'79/7
6956: 1'659/156
6957: 5
6958: 31'1922/3283
6959: 53'8/15
6960: 24'2/3
6961: 106'1/12
6962: 6'3/5
6963: 212/693
6964: 43'16/19
6965: 48'1/15
6966: 29/2914
6967: 104'8/23
6968: 55'47/74
6969: 46'2/5
6970: 53'99/1586
6971: 18'2403/2717
6972: 108'33/47
6973: 1069'77/123
6974: 39'15/46
6975: 98
6976: 16'41/6
6977: 47'151/627
6978: 52'65/391
6979: 798
6980: 43/672
6981: 149'13/27
6982: 12
6983: 6'25/93
6984: 22'4567/93
6985: 182'12/35
6986: 3193/81
6987: 1'68975/106624
6988: 2285/68448
6989: 17'327/1081
6990: 3'12542/29711
6991: 145/2709
6992: 41'1329/3784
6993: 2214
6994: 29
6995: 6'12/23
6996: 18'29/41
6997: 12'208/675
6998: 17'29/38
6999: 33'5/16
7000: 1'4581/6248
7001: 27
7002: 8'7/16
7003: 66'18/61
7004: 37
7005: 1
7006: 94'21/25
7007: 16'3/7
7008: 2339/4692
7009: 1176'3/58
7010: 2'406/3645
7011: 66'737/779
7012: 1'133/204
7013: 32
7014: 45
7015: 2787
7016: 1/629
7017: 28'11/89
7018: 31/32708
7019: 5'1/17
7020: 62249/116064
7021: 125'8/91
7022: 61
7023: 945
7024: 1358'32/83
7025: 23'51/364
7026: 49'23/45
7027: 1794
7028: 2184'65/348
7029: 85'22/25
7030: 59'578/1271
7031: 3
7032: 268128
7033: 91'22/23
7034: 72'1/2
7035: 1'27/29
7036: 3'375/434
7037: 637/705
7038: 135'1191/1222
7039: 11/8632
7040: 46/209715
7041: 89/99
7042: 8567/3792
7043: 1'203/304
7044: 293'52/931
7045: 1859'26/67
7046: 69'13/35
7047: 39'3/8
7048: 1509/1729
7049: 123'3/16
7050: 5'11/12
7051: 2'47/1725
7052: 164
7053: 15
7054: 53'1/4
7055: 2015
7056: 114
7057: 129'13/1
7058: 47'59/92
7059: 3'1/11
7060: 43'267/49
7061: 2'7/27
7062: 2/415
7063: 319012/936225
7064: 1'1/154
7065: 62/305
7066: 1312/70499
7067: 2'38/93
7068: 5'61/169
7069: 30735
7070: 31'75/88
7071: 5/44
7072: 4'48/97
7073: 107'1/17
7074: 143'22/69
7075: 77'1283/1593
7076: 34'35/37
7077: 24'83/99
7078: 5576'36/67
7079: 96'49/9
7080: 8'439/2527
7081: 4'73/9
7082: 2'1065/1118
7083: 21
7084: 1'19/21
7085: 16'1551/1586
7086: 1'9/38
7087: 7/1
7088: 1'49/648
7089: 82'34/77
7090: 58'48/71
7091: 2841'56/59
7092: 1/13
7093: 55/7424
7094: 1/7
7095: 48'65/72
7096: 68'64/77
7097: 33'283/504
7098: 109
7099: 8931'1/2
7100: 4'1/2
7101: 253/10752
7102: 53'2/29
7103: 1146/9163
7104: 58'153/154
7105: 73'1/29
7106: 1'36/119
7107: 36'94/99
7108: 848/1131
7109: 5712
7110: 25'16/59
7111: 64/6391
7112: 7/186
7113: 274/493
7114: 63'1/5
7115: 253'211/825
7116: 16/25
7117: 185034'3/8
7118: 2'71/182
7119: 31/64
7120: 55'6/7
7121: 1'133681/28035
7122: 3'17/462
7123: 19'76/83
7124: 526'1/2
7125: 5'4/361
7126: 28'2/31
7127: 1'12/323
7128: 65'133/34
7129: 19'1/86
7130: 58'223/598
7131: 73/279
7132: 159'9/29
7133: 3'4/5
7134: 40807
7135: 97356
7136: 1'41/96
7137: 57101/174408
7138: 1185
7139: 245/473
7140: 5993'8/49
7141: 7747/8924
7142: 608
7143: 16/3995
7144: 42'6/71
7145: 24'716/891
7146: 18'31/88
7147: 4'61/68
7148: 5231/9472
7149: 5'127/155
7150: 162'1/2
7151: 8'25/56
7152: 4656
7153: 52'211/33
7154: 22'1/49
7155: 47/1248
7156: 3'2444/12901
7157: 143'3887/426
7158: 159'12/29
7159: 28'8/33
7160: 7/12
7161: 173/728
7162: 8'8632/9775
7163: 289/531
7164: 6559'17/49
7165: 447'59/7
7166: 1495/1953
7167: 7/8
7168: 952'8/25
7169: 96/121
7170: 185'9/23
7171: 163'1/5
7172: 9'41/48
7173: 233'33/41
7174: 71
7175: 264
7176: 99'191/459
7177: 1'104733/140225
7178: 1'11833/86394
7179: 114'1/7
7180: 4'124/147
7181: 136'6/89
7182: 7
7183: 155/2584
7184: 687'1547/2059
7185: 441
7186: 3'512/665
7187: 9'311/705
7188: 9/352
7189: 891/527
7190: 62'74/85
7191: 2'36097/73312
7192: 3/418
7193: 2'2/3
7194: 108'1/3
7195: 125/897
7196: 64
7197: 5'1778/2479
7198: 58'86/1001
7199: 1/1551
7200: 52'17/22
7201: 68'5/57
7202: 8'8989/15708
7203: 23'484/1305
7204: 271/48
7205: 6'262/351
7206: 8'7/93
7207: 6'99868/222921
7208: 2294'4/35
7209: 66752
7210: 3'1072/3465
7211: 3'3/115
7212: 76/1521
7213: 7/2013
7214: 81'603/896
7215: 83'43/85
7216: 3567'5/13
7217: 236/5565
7218: 51'41/58
7219: 2'31957/64515
7220: 278'11/18
7221: 156'48/77
7222: 3/65
7223: 26'105/232
7224: 1057/1825
7225: 17/33
7226: 58'13/259
7227: 5'247/288
7228: 57'21/37
7229: 2'7/48
7230: 5/38
7231: 228
7232: 300547/404271
7233: 3'9/53
7234: 8'12/17
7235: 79'4/41
7236: 16'71/735
7237: 46/22649
7238: 48'32/91
7239: 1'227/324
7240: 4/5
7241: 56128/16949845
7242: 166
7243: 1'26/31
7244: 24'4/83
7245: 86'14/23
7246: 16'7/1
7247: 11'67/78
7248: 16
7249: 57/8
7250: 2'119/72
7251: 22'57/1475
7252: 18'3/8
7253: 18375/26818
7254: 12'1/11
7255: 51'283/285
7256: 4868/206517
7257: 1784'19/22
7258: 391/1365
7259: 1'635/2838
7260: 5/88
7261: 158/275
7262: 1'13/31
7263: 11'1/19
7264: 2639'33/47
7265: 2'17/18
7266: 174'46/63
7267: 168/407
7268: 39'1/26
7269: 64'17/46
7270: 128/4433
7271: 117'19/33
7272: 234/465817
7273: 4/45
7274: 153/448
7275: 23/25
7276: 323/4968
7277: 2'1/11
7278: 165255/211888
7279: 52/63
7280: 116'1/5
7281: 1'5/24
7282: 27/3289
7283: 33'9/2
7284: 1'71/112
7285: 811/5986
7286: 46'106/135
7287: 962'16/25
7288: 3'4/235
7289: 76'34/165
7290: 48'4701/5828
7291: 4'11/23
7292: 476/3285
7293: 1'9/1
7294: 2'439/1216
7295: 81'31/32
7296: 88'12/17
7297: 5396
7298: 26/77
7299: 213/316
7300: 1313/1575
7301: 7'796/2387
7302: 2'17/29
7303: 12'12/83
7304: 14'19/32
7305: 25'35/39
7306: 59/24
7307: 5073
7308: 5264
7309: 2'589/966
7310: 38'23/242
7311: 657/2128
7312: 8'1592/1701
7313: 161/178
7314: 56
7315: 4'688/735
7316: 1'227/1533
7317: 47'3/14
7318: 152/341
7319: 1/602
7320: 5/272
7321: 99/59
7322: 43'7/11
7323: 83'1/4
7324: 12'7/1
7325: 5432
7326: 337/4199
7327: 43/54
7328: 34'1213/1332
7329: 39'781/1131
7330: 5'4844/5133
7331: 23'1/4
7332: 49'1/13
7333: 75'43/75
7334: 1'5191/7475
7335: 2594
7336: 287/2175
7337: 2824697/4817032
7338: 65'7/9
7339: 9'256/72765
7340: 62'65/89
7341: 29087/193347
7342: 74'119/368
7343: 88'2/73
7344: 26'149/175
7345: 34'391/65
7346: 42'9/13
7347: 33'5265/10388
7348: 21'19/35
7349: 13'47/215
7350: 178'1/4
7351: 1'38183/51357
7352: 46'76/93
7353: 3'2/5
7354: 1862
7355: 4'25/27
7356: 2'32/89
7357: 8
7358: 53'1/3
7359: 651
7360: 51'1033/145
7361: 1104/33299
7362: 1939/3124
7363: 53'13/16
7364: 114'768/1121
7365: 258'7/11
7366: 4/57
7367: 244'4/11
7368: 1'25/1079
7369: 26208
7370: 45'1/3
7371: 1093'1/9
7372: 1'12/17
7373: 15/73
7374: 27'433/816
7375: 19/336
7376: 184'184/8225
7377: 244'92/93
7378: 3'2915/3354
7379: 39'21/41
7380: 39/2009
7381: 235
7382: 124'19/39
7383: 4118/5035
7384: 1'1013/18
7385: 1878'79/9
7386: 195
7387: 111
7388: 373'29/31
7389: 35'5/31
7390: 16
7391: 27'2/3
7392: 28/7755
7393: 89'331/1394
7394: 83
7395: 2891/7296
7396: 158'6/25
7397: 21/2873
7398: 1'3058/5655
7399: 44'1/17
7400: 27
7401: 4759
7402: 93
7403: 269'28/69
7404: 11'5/19
7405: 1172'19/42
7406: 18'6/11
7407: 823'307/555
7408: 16'1/4
7409: 59'25/51
7410: 16'1/5
7411: 37/58
7412: 111/754
7413: 2'14/29
7414: 11/75
7415: 39'2/3
7416: 175'63/94
7417: 57'753/1375
7418: 3136
7419: 73/1836
7420: 71
7421: 141'23/5
7422: 2'7/93
7423: 17'1/19
7424: 833/6864
7425: 1103/21
7426: 981
7427: 14'1/3
7428: 27'7/9
7429: 142
7430: 1129'11/13
7431: 1'3/1
7432: 88'1469/216
7433: 1'2/45
7434: 1'187/52
7435: 1304'5/8
7436: 13
7437: 1'17/76
7438: 85/27808
7439: 1'355/102641
7440: 51'28/57
7441: 7/828
7442: 26'9/68
7443: 46'37/46
7444: 94'38/51
7445: 4457'1/7
7446: 997/2574
7447: 18'2/21
7448: 127/1575
7449: 76
7450: 6091'19/45
7451: 5'6/31
7452: 151/161
7453: 78'4/5
7454: 7/2
7455: 94'98506/178965
7456: 16'34/35
7457: 2294
7458: 22'2/13
7459: 23/144
7460: 59
7461: 49'467/735
7462: 5/708
7463: 11'76/87
7464: 4172/6417
7465: 197'27/97
7466: 35'657/184
7467: 304/1003
7468: 91'47/76
7469: 766/1235
7470: 31/81
7471: 77/376
7472: 21/1105
7473: 11'1/7
7474: 39
7475: 111'17157/46805
7476: 845/1593
7477: 61'5/17
7478: 56'7/19
7479: 2'55/69
7480: 668
7481: 3'5/13
7482: 47'3/1
7483: 7586'3/49
7484: 3'2337/2581
7485: 2'25/73
7486: 3305'16/75
7487: 1891/266
7488: 7178
7489: 4'38/49
7490: 2649291/503272
7491: 3'146/203
7492: 131'7/78
7493: 21'5595/14476
7494: 42'407/91
7495: 38'7/1
7496: 37'31/47
7497: 13'1/37
7498: 5'1/78
7499: 57'727/138
7500: 806/127575
7501: 63'65/318
7502: 39'1235/3816
7503: 8'1424/1595
7504: 163
7505: 71/4851
7506: 1'97/15
7507: 2'4/31
7508: 1653/14924
7509: 39'61/64
7510: 63'12/85
7511: 1053
7512: 55'557/3519
7513: 61'4/11
7514: 4477
7515: 99'927/1264
7516: 2'2/3
7517: 87'145/2379
7518: 1'1067/4636
7519: 1'483/568
7520: 962/2325
7521: 4165
7522: 89
7523: 3392/69687
7524: 47/18
7525: 95'653/351
7526: 8'57/7
7527: 3'6/7
7528: 4'173/259
